,gene,score,logFC,pval,pval_adj,cluster
38418,FOSB,-5.805738,,6.408302983904138e-09,3.3095784120098466e-07,7
38419,GPX1,-5.8128924,,6.1402486963999e-09,3.240052302378379e-07,7
38420,HLA-DRA,-6.245506,,4.224306686445004e-10,2.4743103676823607e-08,7
38421,FTH1,-6.531903,,6.493937918861054e-11,4.520345481781107e-09,7
38422,LTB,-7.0259986,,2.1254077734434758e-12,1.6229674126046901e-10,7
38423,COTL1,-7.3074765,,2.7220567025668417e-13,2.421118211560841e-11,7
38424,CCL5,10.853284,,1.9238727107298125e-27,9.24036062963529e-24,8
38425,NKG7,10.23969,,1.3165753590942154e-24,2.7226832572055892e-21,8
38426,CST7,10.214896,,1.7006141519085502e-24,2.7226832572055892e-21,8
38427,GZMA,10.074938,,7.130622276342757e-24,8.562094698318565e-21,8
38428,CTSW,9.907636,,3.856640929761008e-23,3.704689277128424e-20,8
38429,GZMM,9.871024,,5.559408950330002e-23,4.450306864739167e-20,8
38430,KLRG1,9.4226465,,4.398584259459298e-21,3.0180571711690013e-18,8
38431,IL32,8.8162365,,1.183714478592615e-18,7.106725800850412e-16,8
38432,HCST,8.773368,,1.7339980729742483e-18,9.253769716105905e-16,8
38433,CD3D,8.480011,,2.2517225093535312e-17,1.081502321242501e-14,8
38434,TRGC2,8.246438,,1.6318597455880765e-16,7.125293052781392e-14,8
38435,A2M,7.6819687,,1.5666195316914258e-14,6.2703946755949325e-12,8
38436,TRG-AS1,7.5501204,,4.348561413540935e-14,1.606626189941316e-11,8
38437,CD3G,7.3089004,,2.693376140922668e-13,9.240204003465411e-11,8
38438,PRF1,7.127232,,1.0240735417317832e-12,3.2790834806251703e-10,8
38439,APMAP,7.052155,,1.761679140496428e-12,5.288340569877715e-10,8
38440,TRAC,7.0347757,,1.995814584798982e-12,5.63876320634677e-10,8
38441,CD3E,6.9360633,,4.0317677401413995e-12,1.07581002532773e-09,8
38442,APOBEC3G,6.8317895,,8.386181636739074e-12,2.1199384421714617e-09,8
38443,CD8A,6.690904,,2.2179610289520493e-11,5.326433411028346e-09,8
38444,CMC1,6.679086,,2.4043651705838638e-11,5.499126625863952e-09,8
38445,KLRD1,6.536115,,6.313724198416624e-11,1.3784007874997747e-08,8
38446,PLAAT4,6.4536233,,1.092071923187119e-10,2.280531063942492e-08,8
38447,ABHD17A,6.438793,,1.2042724424315765e-10,2.4100502254161926e-08,8
38448,GZMH,6.3284945,,2.4756462030618894e-10,4.756211485322502e-08,8
38449,KLRK1,6.2696376,,3.6188901606081114e-10,6.685203631307984e-08,8
38450,LYAR,6.219123,,4.999416876896285e-10,8.893407133234393e-08,8
38451,SAMD3,6.035601,,1.5837219627248207e-09,2.7166487810597547e-07,8
38452,CCL4,6.0254054,,1.6868639205001572e-09,2.79379565867664e-07,8
38453,MT2A,6.0096483,,1.8592617560335102e-09,2.97667807140965e-07,8
38454,CBLB,5.926924,,3.0866092025069893e-09,4.782252903110023e-07,8
38455,TRBC2,5.902594,,3.5783038102824174e-09,5.370810375245765e-07,8
38456,C12orf75,5.8576403,,4.69490233100757e-09,6.833216938130109e-07,8
38457,ARPC5L,5.8296022,,5.5559663036013536e-09,7.848619457705088e-07,8
38458,GNLY,5.5888457,,2.2858419654936836e-08,3.0496941556294893e-06,8
38459,CD247,5.5425014,,2.981807017334482e-08,3.870707866015545e-06,8
38460,SYNE2,5.3939695,,6.891799434509401e-08,8.487516072807346e-06,8
38461,MIAT,5.3524914,,8.675138031580346e-08,1.04166719914201e-05,8
38462,FGFBP2,5.238022,,1.623067134060933e-07,1.8560932011653955e-05,8
38463,ARL4C,5.213923,,1.8488807297721358e-07,2.023272322016308e-05,8
38464,GIMAP7,5.2134595,,1.8535078527736323e-07,2.023272322016308e-05,8
38465,PYHIN1,5.0911117,,3.5597011022633515e-07,3.7167922596023645e-05,8
38466,HOPX,5.0739646,,3.8961174222700597e-07,3.981500421098531e-05,8
38467,CTSC,5.0151076,,5.300375834563406e-07,5.303688569460008e-05,8
38468,LINC01871,4.972703,,6.602576015444863e-07,6.218073059251309e-05,8
38469,RAP1B,4.955556,,7.212382348516437e-07,6.661744696139317e-05,8
38470,SH2D1A,4.951617,,7.359951619979341e-07,6.669782571841655e-05,8
38471,ZAP70,4.9140778,,8.920124460572134e-07,7.933955145208882e-05,8
38472,SLC9A3R1,4.873527,,1.0962325312492142e-06,9.402151513553528e-05,8
38473,ITM2A,4.8670387,,1.1328274094643852e-06,9.545561487118318e-05,8
38474,TSEN54,4.854758,,1.2053399764572793e-06,9.92766599799339e-05,8
38475,CD8B,4.8524404,,1.2195134163681242e-06,9.92766599799339e-05,8
38476,SYNE1,4.8220854,,1.4206517402400907e-06,0.00011005468239311542,8
38477,TPST2,4.8118896,,1.4950992085766134e-06,0.00011398351585386467,8
38478,EOMES,4.780376,,1.7496786142243859e-06,0.00012928779052491884,8
38479,MATK,4.6510763,,3.3020726592951107e-06,0.00023323316150874142,8
38480,A2MP1,4.6267457,,3.714562319426874e-06,0.0002580259612766163,8
38481,PZP,4.613306,,3.963143394077291e-06,0.0002680982777711722,8
38482,OPTN,4.5940733,,4.346768247345962e-06,0.00028694831551694924,8
38483,TIGIT,4.463615,,8.058829954579624e-06,0.0005115056102987309,8
38484,SKAP1,4.409161,,1.0377189480315121e-05,0.000623020513424419,8
38485,RUNX3,4.397575,,1.0946709139661436e-05,0.0006490993086147392,8
38486,PLEK,4.3790374,,1.1920468865285077e-05,0.0006898073730116172,8
38487,DUSP2,4.3456697,,1.3885134377759154e-05,0.0007845917696044379,8
38488,PCED1B-AS1,4.339645,,1.4271304866822354e-05,0.0007970357822714856,8
38489,CD2,4.3009477,,1.7006907413626257e-05,0.0009282292762232603,8
38490,CD27,4.2328224,,2.3077685073852908e-05,0.0012048056674969078,8
38491,PTPN4,4.186247,,2.8360515834186278e-05,0.0014491016760808158,8
38492,RHOC,4.0062003,,6.170327558519857e-05,0.002749468068511673,8
38493,PTGDR,4.0057373,,6.182439129695204e-05,0.002749468068511673,8
38494,PIP4K2A,3.985114,,6.744773038682679e-05,0.0029450131731629916,8
38495,TRBC1,3.9610152,,7.463178711002345e-05,0.0032005042275843093,8
38496,CYTOR,3.893353,,9.886810122979849e-05,0.003924491654601009,8
38497,CASP17P,3.864388,,0.00011136802994749699,0.004313714901917968,8
38498,TRGC1,3.845387,,0.00012036227831991227,0.004624800182164309,8
38499,FCRL6,3.8252275,,0.00013065138792320635,0.004980306477739366,8
38500,ADGRG1,3.7953358,,0.00014744384081458186,0.005532599745565911,8
38501,CD69,3.7631266,,0.00016780218249035813,0.006059803627828497,8
38502,AC058791.1,3.749687,,0.00017705550401347992,0.00629924137612403,8
38503,LLGL2,3.6616335,,0.000250612276364288,0.008247835717050041,8
38504,EFHD2,3.66117,,0.0002510660997355775,0.008247835717050041,8
38505,CD7,3.4959538,,0.00047237029408979674,0.013585595943193375,8
38506,ABI3,3.4839046,,0.0004941558071722578,0.014043966519812745,8
38507,PRR5,3.451232,,0.0005580336220431535,0.015582764457402712,8
38508,AC006369.1,3.416474,,0.000634377038426063,0.017205101933029893,8
38509,TBX21,3.4062784,,0.0006585498502887872,0.017490768805017032,8
38510,ATP2B4,3.3402383,,0.0008370652456327559,0.02104934227630433,8
38511,STOM,3.334677,,0.0008539851677515582,0.021305468848659137,8
38512,PLEKHF1,3.3142858,,0.0009187756991713942,0.02251469226081738,8
38513,MIB2,3.2209027,,0.0012778751751422197,0.030688172331040407,8
38514,CRTAM,3.1791933,,0.001476856268797288,0.03434962360192759,8
38515,METRN,3.1416545,,0.0016799608728418332,0.03758898486165475,8
38516,COL6A2,3.1342397,,0.0017230011755079743,0.03831284558317038,8
38517,IL2RB,3.1122262,,0.001856821566955975,0.040354361928007,8
38518,PRKCH,3.1059697,,0.0018965609443496307,0.04103235232302377,8
38519,PTPN7,3.0406249,,0.0023608778715558994,0.049516578240537054,8
38520,CHI3L2,2.9780605,,0.0029007866862367105,0.059540506213653505,8
38521,APOL2,2.954425,,0.0031325212846749005,0.06337865859207496,8
38522,GZMB,2.9528031,,0.00314902737663225,0.06337865859207496,8
38523,PATL2,2.889312,,0.003860858664414847,0.0759987875622316,8
38524,DOK2,2.8591883,,0.004247264698501057,0.08159844938760231,8
38525,CD300A,2.816552,,0.00485421874002311,0.09179060082020078,8
38526,MT1E,2.809832,,0.004956734941818953,0.09263501138348805,8
38527,IFNG,2.7783182,,0.005464107332616223,0.1001438976315118,8
38528,SH2D2A,2.742865,,0.006090569341253238,0.11038869640014831,8
38529,RAB27A,2.7384624,,0.006172720582111104,0.1114570562251114,8
38530,CD6,2.734755,,0.006242673021624885,0.11229797199574652,8
38531,PRR5L,2.6907282,,0.007129624993128653,0.1252372423709738,8
38532,XCL2,2.6775203,,0.007416937849960377,0.1295401908849443,8
38533,LINC00861,2.6761298,,0.007447777479906484,0.12960751897098133,8
38534,BCL11B,2.646238,,0.008139251440743131,0.13765079109115935,8
38535,ID2,2.6258466,,0.008643372719575711,0.14464849885756845,8
38536,C1orf21,2.5931742,,0.009509457233649574,0.15482685794311493,8
38537,IL27RA,2.5913205,,0.00956084015542371,0.15513755157601378,8
38538,AL035530.2,2.5839055,,0.009768856196964576,0.15692246258869852,8
38539,TRDC,2.5785758,,0.009920849412046939,0.15883279908687148,8
38540,LAG3,2.5588799,,0.010501005466251424,0.16700771276293241,8
38541,SKAP1-AS1,2.5361712,,0.011207191775501084,0.17590896110369839,8
38542,TGFB1,2.5266707,,0.011514940325136579,0.17887863154036532,8
38543,DENND2D,2.5197191,,0.01174485047663494,0.1813842985185775,8
38544,KLHDC4,2.3945906,,0.016638934361959172,0.24290821197717294,8
38545,AC020978.7,2.387639,,0.016956990767445636,0.24605566965571418,8
38546,DGKH,2.3549664,,0.018524375813628677,0.2651297617962609,8
38547,GAB3,2.3545032,,0.018547491143773406,0.2651297617962609,8
38548,TNRC6C,2.3517225,,0.01868671388181069,0.2663272604579725,8
38549,SCML4,2.3292456,,0.019846057483556567,0.2795325926496252,8
38550,ZBTB38,2.3204403,,0.02031707240880864,0.28484913467149414,8
38551,LINC01138,2.3199768,,0.02034213058345253,0.28484913467149414,8
38552,A2M-AS1,2.2845237,,0.02234076949466592,0.3083948397463221,8
38553,PITPNC1,2.2833652,,0.02240886926326596,0.3083948397463221,8
38554,TTC38,2.2657545,,0.023466422138342373,0.3192895907378426,8
38555,FCRL3,2.258803,,0.023895650927464103,0.32284741626893826,8
38556,RASGRP1,2.1823354,,0.029084789710516278,0.37653435304477006,8
38557,PILRB,2.1772375,,0.02946284813843927,0.3804033860454941,8
38558,PPP2R2B,2.1709812,,0.02993259971817328,0.38337673719036336,8
38559,GBP5,2.1593952,,0.030819524849211966,0.3926423815670161,8
38560,VDAC3,2.1566145,,0.031035713666640492,0.39435061571659863,8
38561,SIT1,2.1533704,,0.03128957785175958,0.39548379584737176,8
38562,PLEKHA1,2.1359916,,0.032680110280932026,0.4087566918732201,8
38563,DTHD1,2.133906,,0.03285047796730434,0.40875866755689827,8
38564,PPP1R35,2.1327474,,0.03294545484814602,0.408881187689006,8
38565,GCLM,2.129735,,0.03319349556569057,0.4098415403650689,8
38566,ZSCAN31,2.1241736,,0.033655616969378944,0.41342181151899504,8
38567,TOX,2.1218565,,0.03384978539438565,0.4136908886748964,8
38568,KLRF1,2.1186125,,0.034123229819531684,0.41597429650561085,8
38569,EME2,2.1128194,,0.034616220547240575,0.4198527961828194,8
38570,CXCR3,2.087562,,0.03683735786228435,0.44343315742494166,8
38571,PRDM1,2.0803788,,0.03749080708454381,0.4501708660676598,8
38572,PRMT2,2.062073,,0.03920079629287162,0.4637473512183803,8
38573,RORA,2.0467794,,0.04067974899070281,0.4730867661073744,8
38574,MGAT4A,2.0416815,,0.04118312806262417,0.4752553094520476,8
38575,GZMK,2.0398278,,0.04136747857273448,0.4752553094520476,8
38576,LAIR2,2.0287054,,0.04248831865583385,0.4835118846826425,8
38577,XCL1,2.0284736,,0.042511939965562316,0.4835118846826425,8
38578,SPON2,2.0277784,,0.04258287054356814,0.4835118846826425,8
38579,USP11,2.0236075,,0.043010558931341376,0.4858851377015047,8
38580,NUCB2,2.01318,,0.044095690485629994,0.4936867165558994,8
38581,AC022075.1,2.0011306,,0.04537831351275195,0.5010391719580405,8
38582,SPOCK2,1.9890813,,0.04669223923866918,0.5085324831367983,8
38583,TGFBR3,1.982593,,0.04741290240256643,0.5140500456874189,8
38584,KLRB1,1.969385,,0.04890889132582161,0.5269891058323679,8
38585,TRGV4,1.9649824,,0.0494162773843886,0.5300472232812459,8
38586,THEMIS,1.9638238,,0.049550531595519344,0.5300472232812459,8
38587,PTTG1,1.9564087,,0.050417022214140635,0.5362914729866182,8
38588,MXRA7,1.9550184,,0.05058089470392214,0.5362914729866182,8
38589,ORMDL3,1.9415787,,0.05218812418902209,0.5484891914220418,8
38590,PRKCQ,1.9385663,,0.0525541655993127,0.551130256274015,8
38591,MYBL1,1.9276755,,0.05389549919531333,0.5639653216450761,8
38592,UCHL5,1.9262851,,0.054068772438656355,0.5645485087453619,8
38593,MOB2,1.9140041,,0.055619637026283295,0.5741802927199372,8
38594,CD96,1.9112234,,0.05597587486568773,0.5750815829407941,8
38595,SERPINB9,1.9107599,,0.05603543219160768,0.5750815829407941,8
38596,CD320,1.9077476,,0.056423842415735066,0.5766036491973947,8
38597,RAB37,1.9014912,,0.05723770403132987,0.5836787525742619,8
38598,ITK,1.8938445,,0.05824565929036833,0.592696614864391,8
38599,ARHGAP25,1.8903687,,0.05870867206458618,0.5948897719962182,8
38600,ABCA2,1.8790144,,0.060242527415505946,0.6078673512115021,8
38601,SELENOS,1.8762338,,0.06062318800030254,0.6091488953252157,8
38602,STAT4,1.8655747,,0.06210089775235698,0.6201052222548245,8
38603,TTC16,1.8600134,,0.06288363179896798,0.6253210839139611,8
38604,RP9,1.8516715,,0.06407301151840557,0.6319151423468212,8
38605,PGGHG,1.8435613,,0.06524710106187454,0.6421758737708676,8
38606,MMP25-AS1,1.8312801,,0.06705873806622485,0.6533126144666896,8
38607,AP1G1,1.8155233,,0.06944354070561447,0.6711272883947914,8
38608,CISD3,1.8145963,,0.06958596494287032,0.6711272883947914,8
38609,ODF2L,1.7944367,,0.07274348784415807,0.6932281192767683,8
38610,ANKRD36C,1.7923512,,0.07307671710248796,0.6936511309155132,8
38611,GPR174,1.7654718,,0.07748450839230565,0.7198415740971839,8
38612,NABP2,1.756203,,0.07905375288438994,0.7315899327624757,8
38613,SMAD7,1.7536541,,0.07948979790539884,0.7340849655643412,8
38614,TUBA4A,1.75041,,0.0800475903030218,0.7340849655643412,8
38615,PBXIP1,1.7376654,,0.08226978363253705,0.7512200965533754,8
38616,LINC00342,1.7362751,,0.0825152017909874,0.7520313362468928,8
38617,SLAMF7,1.7311773,,0.08342015036494334,0.7563499295537617,8
38618,SESN1,1.7279332,,0.08400020035384027,0.7584462111223635,8
38619,PPIAL4G,1.7270063,,0.08416652728049548,0.7584462111223635,8
38620,CD5,1.7244574,,0.08462530109971662,0.7611522868575635,8
38621,RALGDS,1.7098591,,0.08729193585982262,0.7822074028632986,8
38622,ZBTB37,1.7073102,,0.08776441889833884,0.7835176653693707,8
38623,TMEM181,1.7036027,,0.08845534702089478,0.7882208381101254,8
38624,ARRDC3,1.7015172,,0.08884591676542622,0.7887743774941629,8
38625,AC004865.2,1.6973462,,0.08963122464322967,0.7942781770506128,8
38626,DNAJB1,1.6901629,,0.09099679261650254,0.7987163528167318,8
38627,IFITM1,1.6799673,,0.09296368911868272,0.812220351601377,8
38628,S1PR5,1.6783452,,0.09327972769636304,0.8131080437851754,8
38629,LINC00987,1.6667593,,0.0955622910174725,0.8277993487313395,8
38630,KLRC1,1.6514658,,0.0986435127627112,0.8475577670828298,8
38631,LINC01934,1.647063,,0.09954508538854646,0.8537768662878369,8
38632,GART,1.6456728,,0.09983115429994978,0.8544078443873124,8
38633,THADA,1.6350136,,0.10204618881523042,0.867482911291242,8
38634,DDA1,1.6340867,,0.10224063471977217,0.8676002978075367,8
38635,ANXA1,1.6331599,,0.1024353753551741,0.8677197668975329,8
38636,HIST1H2BG,1.6287572,,0.10336442686748931,0.8733408026666667,8
38637,CD160,1.6282938,,0.10346261018474565,0.8733408026666667,8
38638,PARP1,1.5997922,,0.10964467750452236,0.9079713552658982,8
38639,C1orf174,1.5912186,,0.11156038175978682,0.9121181342540731,8
38640,BOLA3,1.5907552,,0.11166468102048614,0.9121181342540731,8
38641,JADE2,1.5886697,,0.11213498006971487,0.9128547614827806,8
38642,CXCR4,1.5854256,,0.11286965974280447,0.9157313779471112,8
38643,PTGER2,1.578474,,0.11445674510062406,0.9239256247366342,8
38644,DLGAP1-AS1,1.5527532,,0.12048211387107245,0.9526443471320428,8
38645,PLAC8,1.5444113,,0.12248873247979744,0.9626179073278994,8
38646,TPRG1,1.5437161,,0.12265712248275544,0.9626179073278994,8
38647,OR5AN1,1.5374597,,0.12418078205241079,0.9666779516981022,8
38648,RHD,1.5339838,,0.12503361777786332,0.969253976104585,8
38649,CCP110,1.5328252,,0.12531890884050537,0.969253976104585,8
38650,SNHG12,1.5254103,,0.12715680194447354,0.9776022872119707,8
38651,HEXIM1,1.5235565,,0.12761953655671573,0.9776022872119707,8
38652,LINC00612,1.5235565,,0.12761953655671573,0.9776022872119707,8
38653,IARS,1.5186903,,0.12884044711727533,0.9838166415012295,8
38654,CREM,1.5166049,,0.12936646455913323,0.9862652845674872,8
38655,TENT5C,1.5133609,,0.13018802712542127,0.9909557754095061,8
38656,DGKQ,1.5110437,,0.1307773323915421,0.9931924246859866,8
38657,JPX,1.5105802,,0.13089544135461784,0.9931924246859866,8
38658,AC116366.1,1.5059458,,0.13208108553805228,0.999445343523405,8
38659,AL353759.1,1.5008479,,0.13339488616978906,0.999445343523405,8
38660,ARRDC5,1.4971404,,0.13435671293105889,0.999445343523405,8
38661,SLA2,1.496677,,0.13447731736515375,0.999445343523405,8
38662,LINC02328,1.496677,,0.13447731736515375,0.999445343523405,8
38663,NFKBIB,1.4952867,,0.13483963289108913,0.999445343523405,8
38664,TRGV1,1.4943599,,0.13508159541583403,0.999445343523405,8
38665,SLC25A53,1.486018,,0.1372743806012101,0.999445343523405,8
38666,ISG15,1.4853227,,0.13745834474770507,0.999445343523405,8
38667,PRH1,1.4767492,,0.13974289527488767,0.999445343523405,8
38668,GLCCI1,1.4762857,,0.13986721194506066,0.999445343523405,8
38669,DCUN1D1,1.4758222,,0.13999161369791155,0.999445343523405,8
38670,GIPC1,1.4748954,,0.14024067257760794,0.999445343523405,8
38671,ZNF702P,1.4684073,,0.14199363864061218,0.999445343523405,8
38672,UBASH3A,1.4514917,,0.14664299217262983,0.999445343523405,8
38673,AHNAK,1.4505649,,0.1469010773431983,0.999445343523405,8
38674,GIGYF1,1.4496379,,0.14715950974193193,0.999445343523405,8
38675,TUBA1B,1.4494063,,0.14722417212471445,0.999445343523405,8
38676,CLIC3,1.4419912,,0.14930485781191305,0.999445343523405,8
38677,NMRAL1,1.4408326,,0.14963198223587978,0.999445343523405,8
38678,ZNF180,1.4299418,,0.15273373118782535,0.999445343523405,8
38679,ARL10,1.4255391,,0.15400142570927672,0.999445343523405,8
38680,GPR68,1.4248439,,0.15420231694093453,0.999445343523405,8
38681,APOBEC3C,1.4213681,,0.15520976129665895,0.999445343523405,8
38682,FAM172A,1.4199778,,0.15561413539404764,0.999445343523405,8
38683,NEIL1,1.417429,,0.15635756395054273,0.999445343523405,8
38684,CEP78,1.4146483,,0.1571716459300137,0.999445343523405,8
38685,BICDL1,1.4114043,,0.15812546398930338,0.999445343523405,8
38686,TRPV2,1.4053795,,0.1599084610652568,0.999445343523405,8
38687,GMPPB,1.404916,,0.16004624183652338,0.999445343523405,8
38688,BCL9L,1.4044526,,0.16018411234512586,0.999445343523405,8
38689,PDZD4,1.3933301,,0.16352000037538128,0.999445343523405,8
38690,LINC002481,1.3845247,,0.16619784164177065,0.999445343523405,8
38691,C19orf12,1.3822075,,0.16690798802691453,0.999445343523405,8
38692,HELZ2,1.3803538,,0.167477745225321,0.999445343523405,8
38693,CDKN2D,1.3791952,,0.16783458465838208,0.999445343523405,8
38694,STXBP4,1.3750242,,0.1691239347904867,0.999445343523405,8
38695,RSBN1,1.3738656,,0.1694834028366785,0.999445343523405,8
38696,TENM1,1.3606576,,0.17362191729472298,0.999445343523405,8
38697,AL627171.1,1.3453641,,0.1785076785905212,0.999445343523405,8
38698,TRAT1,1.3423518,,0.1794819689213495,0.999445343523405,8
38699,AL645924.2,1.3367904,,0.1812910353597792,0.999445343523405,8
38700,LTBP4,1.3293755,,0.18372413021700473,0.999445343523405,8
38701,LSS,1.325668,,0.18494970960035717,0.999445343523405,8
38702,LINC02548,1.313155,,0.1891306950835,0.999445343523405,8
38703,SLC15A4,1.2971665,,0.19457392798745032,0.999445343523405,8
38704,SIRPG,1.2946175,,0.19545220689509812,0.999445343523405,8
38705,C21orf62-AS1,1.2946175,,0.19545220689509812,0.999445343523405,8
38706,BDH2,1.2899832,,0.19705651774744726,0.999445343523405,8
38707,SBF1,1.2885928,,0.19753968580942305,0.999445343523405,8
38708,JAK3,1.2878977,,0.19778159470075918,0.999445343523405,8
38709,AL359220.1,1.287666,,0.19786227914438326,0.999445343523405,8
38710,FTO,1.2839584,,0.19915650678612173,0.999445343523405,8
38711,APBA2,1.2746897,,0.20241911921053435,0.999445343523405,8
38712,WDR54,1.2700553,,0.20406495527000146,0.999445343523405,8
38713,FCGR3A,1.264494,,0.2060527853430647,0.999445343523405,8
38714,SYTL3,1.2624085,,0.20680183624173032,0.999445343523405,8
38715,GALM,1.2610182,,0.20730230041101394,0.999445343523405,8
38716,INPP4B,1.2566155,,0.20889289994986426,0.999445343523405,8
38717,RASGEF1A,1.2549934,,0.20948113376856037,0.999445343523405,8
38718,FAM76A,1.2517494,,0.21066119826045293,0.999445343523405,8
38719,STX2,1.2515177,,0.21074567223656182,0.999445343523405,8
38720,LINC00324,1.2434075,,0.21371771532160588,0.999445343523405,8
38721,GPM6B,1.2392365,,0.21525791715093534,0.999445343523405,8
38722,MAGED2,1.2385414,,0.21551539305528344,0.999445343523405,8
38723,OSBPL5,1.2364559,,0.21628915170070495,0.999445343523405,8
38724,B4GALT3,1.2322849,,0.21784266413047482,0.999445343523405,8
38725,GIMAP5,1.2320532,,0.21792920496995039,0.999445343523405,8
38726,RGS1,1.2288091,,0.21914337238040738,0.999445343523405,8
38727,STARD9,1.2251016,,0.22053693112729456,0.999445343523405,8
38728,GPR171,1.2237114,,0.22106115071605392,0.999445343523405,8
38729,SMKR1,1.2197721,,0.22255128874305619,0.999445343523405,8
38730,NLRC3,1.2186135,,0.22299093004673165,0.999445343523405,8
38731,ITFG2,1.2100399,,0.2262636001995919,0.999445343523405,8
38732,HIVEP3,1.2084178,,0.22688658976124731,0.999445343523405,8
38733,SUPT3H,1.2061006,,0.22777869538423556,0.999445343523405,8
38734,STMN3,1.1972953,,0.23119148521392852,0.999445343523405,8
38735,DYNC1LI2,1.1931243,,0.23282068719144,0.999445343523405,8
38736,TBCK,1.1870996,,0.23518833125367633,0.999445343523405,8
38737,AC016747.3,1.1852459,,0.2359202543696175,0.999445343523405,8
38738,DDIT3,1.1836238,,0.23656200769720281,0.999445343523405,8
38739,AC018647.2,1.1815383,,0.23738893137055228,0.999445343523405,8
38740,TCF7,1.1799163,,0.23803350460111516,0.999445343523405,8
38741,CD244,1.1745868,,0.24016008568652492,0.999445343523405,8
38742,DHRS3,1.1738915,,0.24043844985945018,0.999445343523405,8
38743,GBP1,1.1718061,,0.24127490607708613,0.999445343523405,8
38744,PEBP1P3,1.165318,,0.24389030856660365,0.999445343523405,8
38745,WEE2-AS1,1.1630008,,0.2448291892524619,0.999445343523405,8
38746,CCDC122,1.1604519,,0.24586488438515786,0.999445343523405,8
38747,MAST3,1.1548905,,0.2481352353171531,0.999445343523405,8
38748,AC005006.1,1.1535003,,0.24870510784918398,0.999445343523405,8
38749,Z82206.1,1.1523417,,0.24918070030585793,0.999445343523405,8
38750,NCR3,1.1497928,,0.2502292405697395,0.999445343523405,8
38751,SPATA5,1.1446949,,0.2523355557442416,0.999445343523405,8
38752,AC077690.1,1.1370481,,0.25551814731873546,0.999445343523405,8
38753,AC093323.1,1.1349627,,0.25639094799328543,0.999445343523405,8
38754,IL21R-AS1,1.1333407,,0.2570712228500386,0.999445343523405,8
38755,AC025175.2,1.1312551,,0.2579477012749283,0.999445343523405,8
38756,LINC00944,1.1296332,,0.25863083793464947,0.999445343523405,8
38757,PSMD14,1.1268525,,0.25980484445006014,0.999445343523405,8
38758,DCPS,1.1243036,,0.2608842536366138,0.999445343523405,8
38759,TRGV2,1.1219864,,0.26186822280334665,0.999445343523405,8
38760,TRIP4,1.1217546,,0.2619667605805869,0.999445343523405,8
38761,GRAP2,1.1217546,,0.2619667605805869,0.999445343523405,8
38762,TBC1D19,1.1203643,,0.2625585252383844,0.999445343523405,8
38763,PCGF3,1.1171203,,0.263942897393903,0.999445343523405,8
38764,LINC02084,1.1164252,,0.2642402023517727,0.999445343523405,8
38765,DYNLL2,1.1150348,,0.26483550478020834,0.999445343523405,8
38766,B4GALT1,1.1124859,,0.2659292915215645,0.999445343523405,8
38767,SNTB2,1.111559,,0.26632780214311336,0.999445343523405,8
38768,ACTR6,1.1113273,,0.2664274939811505,0.999445343523405,8
38769,DDN-AS1,1.1110955,,0.26652721149477065,0.999445343523405,8
38770,ZEB2,1.1032171,,0.2699328927618053,0.999445343523405,8
38771,AC012020.1,1.0995096,,0.2715458506652044,0.999445343523405,8
38772,AC092068.2,1.0995096,,0.2715458506652044,0.999445343523405,8
38773,S1PR2,1.0971924,,0.2725572948098025,0.999445343523405,8
38774,PRSS23,1.0958021,,0.27316539711848553,0.999445343523405,8
38775,NIFK-AS1,1.0953387,,0.27336830391144995,0.999445343523405,8
38776,TBC1D17,1.0948752,,0.2735713137306963,0.999445343523405,8
38777,AC106897.1,1.0934849,,0.27418096143280424,0.999445343523405,8
38778,TRGV9,1.0916312,,0.27499526792606777,0.999445343523405,8
38779,ZBTB20,1.0881554,,0.27652653897460067,0.999445343523405,8
38780,EID2B,1.0846795,,0.27806361256321865,0.999445343523405,8
38781,HIVEP2,1.0846795,,0.27806361256321865,0.999445343523405,8
38782,AC073111.4,1.0821307,,0.27919448964180105,0.999445343523405,8
38783,SLC25A42,1.0807403,,0.27981264814518403,0.999445343523405,8
38784,NEMP2,1.0758742,,0.28198352422307205,0.999445343523405,8
38785,XBP1,1.0719349,,0.283749245735358,0.999445343523405,8
38786,ZNF76,1.070313,,0.28447847900591783,0.999445343523405,8
38787,FLOT1,1.0689226,,0.28510454460221724,0.999445343523405,8
38788,LMBR1L,1.0628979,,0.287828257229389,0.999445343523405,8
38789,SULT1A3,1.0610441,,0.28866984229090265,0.999445343523405,8
38790,NFU1,1.0596539,,0.28930211844546405,0.999445343523405,8
38791,CTH,1.0582635,,0.2899353267906961,0.999445343523405,8
38792,Z84485.1,1.0578,,0.29014660341836773,0.999445343523405,8
38793,SLC2A1,1.0527022,,0.2924774849991244,0.999445343523405,8
38794,SLAMF6,1.0517753,,0.2929026289750636,0.999445343523405,8
38795,EXOSC8,1.0506167,,0.293434642066951,0.999445343523405,8
38796,FBXW4P1,1.0464458,,0.2953552550203139,0.999445343523405,8
38797,RDX,1.0443603,,0.2963187117362809,0.999445343523405,8
38798,ASCL2,1.0438969,,0.29653309849345555,0.999445343523405,8
38799,GADD45B,1.0415797,,0.2976065884865834,0.999445343523405,8
38800,PFKP,1.0411162,,0.29782159775483974,0.999445343523405,8
38801,AC090152.1,1.0399576,,0.29835957490900467,0.999445343523405,8
