,gene,score,logFC,pval,pval_adj,cluster
1965,NBPF8,-0.01568378,,0.9874866682292132,0.9990735922946381,0
1966,AC147651.1,-0.015795806,,0.9873972946951232,0.9990735922946381,0
1967,GBP1P1,-0.016804049,,0.9865929401396878,0.9990735922946381,0
1968,CNTNAP2,-0.017252157,,0.9862354535518982,0.9990735922946381,0
1969,AC021851.1,-0.017252157,,0.9862354535518982,0.9990735922946381,0
1970,AC024940.2,-0.018260399,-1.1173084,0.9854311189433153,0.9990735922946381,0
1971,HNRNPLL,-0.01938067,,0.9845374312260502,0.9990735922946381,0
1972,AP002812.1,-0.019940805,1.9301312,0.9840905945735313,0.9990735922946381,0
1973,RBPMS,-0.02050094,2.1738148,0.983643762911945,0.9990735922946381,0
1974,AC011815.1,-0.020724993,,0.9834650316761624,0.9990735922946381,0
1975,ATP1B1,-0.02083702,,0.9833756663689378,0.9990735922946381,0
1976,AP001381.1,-0.021397155,,0.9829288429843256,0.9990735922946381,0
1977,FANCM,-0.021621209,,0.9827501151221114,0.9990735922946381,0
1978,TMEM232,-0.021621209,10.197782,0.9827501151221114,0.9990735922946381,0
1979,HMGN1P10,-0.021845262,,0.9825713881257097,0.9990735922946381,0
1980,AC013448.1,-0.022629453,,0.9819458505860496,0.9990735922946381,0
1981,UMAD1,-0.023973776,,0.9808735265567851,0.9990735922946381,0
1982,AC012459.1,-0.024309857,,0.9806054508736354,0.9990735922946381,0
1983,FASN,-0.024869991,,0.9801586629504203,0.9990735922946381,0
1984,YTHDF3-AS1,-0.0253181,,0.9798012370863741,0.9990735922946381,0
1985,CCNT2-AS1,-0.0253181,,0.9798012370863741,0.9990735922946381,0
1986,MERTK,-0.02643837,4.5398393,0.9789076903240405,0.9990735922946381,0
1987,RIMS3,-0.026886478,3.8420634,0.9785502789664897,0.9990735922946381,0
1988,GPNMB,-0.027782694,,0.9778354692413488,0.9990735922946381,0
1989,AC087501.4,-0.027782694,,0.9778354692413488,0.9990735922946381,0
1990,AL512631.1,-0.028678909,,0.9771206773142413,0.9990735922946381,0
1991,AC008443.6,-0.029127017,,0.9767632882042222,0.9990735922946381,0
1992,AC015971.1,-0.02935107,,0.9765845953939674,0.9990735922946381,0
1993,PLA2G12A,-0.030023234,,0.9760485240497735,0.9990735922946381,0
1994,AC124068.2,-0.030023234,,0.9760485240497735,0.9990735922946381,0
1995,RNU6-1099P,-0.030023234,,0.9760485240497735,0.9990735922946381,0
1996,AC008514.1,-0.030247288,,0.9758698359937739,0.9990735922946381,0
1997,OTUD3,-0.030247288,,0.9758698359937739,0.9990735922946381,0
1998,AC130448.2,-0.03136756,,0.9749764140575495,0.9990735922946381,0
1999,ZNF233,-0.031479586,,0.9748870735721376,0.9990735922946381,0
2000,AL356489.3,-0.0323758,,0.9741723611252439,0.9990735922946381,0
2001,ZBTB26,-0.03282391,,0.9738150126425512,0.9990735922946381,0
2002,PIGO,-0.032935936,,0.97372567634034,0.9990735922946381,0
2003,AARS2,-0.03394418,,0.9729216645879459,0.9990735922946381,0
2004,MEGF6,-0.034168232,,0.9727429990176352,0.9990735922946381,0
2005,TRMT10C,-0.034168232,,0.9727429990176352,0.9990735922946381,0
2006,HIST1H2BC,-0.034728367,,0.9722963410954667,0.9990735922946381,0
2007,FZR1,-0.03540053,,0.9717603630700815,0.9990735922946381,0
2008,AC099804.1,-0.035512555,,0.9716710346325651,0.9990735922946381,0
2009,Metazoa_SRP-53,-0.035624582,,0.971581706550429,0.9990735922946381,0
2010,AC084824.5,-0.036184717,,0.9711350715096417,0.9990735922946381,0
2011,ZNF142,-0.036296744,,0.9710457455833003,0.9990735922946381,0
2012,AL024507.2,-0.03674485,,0.9706884455213067,0.9990735922946381,0
2013,AC117464.1,-0.03674485,,0.9706884455213067,0.9990735922946381,0
2014,HIC1,-0.037417013,,0.9701525064815809,0.9990735922946381,0
2015,EHHADH,-0.038537286,,0.9692593048211149,0.9990735922946381,0
2016,NCAM1,-0.03909742,,0.9688127183811559,0.9990735922946381,0
2017,FAM182A,-0.039769582,,0.9682768275751958,0.9990735922946381,0
2018,WDR6,-0.040105663,,0.9680088875289925,0.9990735922946381,0
2019,AC073389.1,-0.04167404,,0.9667585488866695,0.9990735922946381,0
2020,AC092919.2,-0.043242417,1.0518806,0.9655082919645953,0.9990735922946381,0
2021,ADGRF2,-0.044026606,,0.9648831951080028,0.9990735922946381,0
2022,ABCB8,-0.04425066,,0.9647045999532365,0.9990735922946381,0
2023,AC068473.5,-0.044362687,1.8640208,0.964615303039299,0.9990735922946381,0
2024,AP003032.1,-0.044362687,1.7485877,0.964615303039299,0.9990735922946381,0
2025,AC009432.1,-0.044474714,2.577508,0.9645260065691498,0.9990735922946381,0
2026,AL589993.1,-0.045258906,2.785065,0.9639009437981276,0.9990735922946381,0
2027,GADD45G,-0.04548296,,0.9637223584928232,0.9990735922946381,0
2028,AC011370.1,-0.04548296,4.7220626,0.9637223584928232,0.9990735922946381,0
2029,TRIM68,-0.045594987,,0.9636330665220701,0.9990735922946381,0
2030,AC078777.1,-0.045707013,4.9048696,0.9635437750074075,0.9990735922946381,0
2031,KCNS1,-0.045707013,3.7643545,0.9635437750074075,0.9990735922946381,0
2032,TBCK,-0.045707013,,0.9635437750074075,0.9990735922946381,0
2033,AC005300.1,-0.047499444,,0.962115173713578,0.9990735922946381,0
2034,AC246817.1,-0.048283633,,0.9614901986229689,0.9990735922946381,0
2035,AC068831.1,-0.0506362,,0.95961541686445,0.9990735922946381,0
2036,TOE1,-0.051084306,,0.9592583405802352,0.9990735922946381,0
2037,ETV7,-0.051084306,3.652011,0.9592583405802352,0.9990735922946381,0
2038,CACNB1,-0.05130836,3.0474954,0.9590798054988487,0.9990735922946381,0
2039,AC034102.6,-0.05130836,3.4604626,0.9590798054988487,0.9990735922946381,0
2040,LINC01102,-0.05164444,,0.9588120067278113,0.9990735922946381,0
2041,AFAP1-AS1,-0.05164444,,0.9588120067278113,0.9990735922946381,0
2042,S1PR2,-0.05198052,,0.9585442126048402,0.9990735922946381,0
2043,AL357079.2,-0.05220458,,0.9583656857866822,0.9990735922946381,0
2044,Metazoa_SRP-149,-0.05220458,6.5474524,0.9583656857866822,0.9990735922946381,0
2045,MIR1-1HG,-0.052428633,,0.9581871610566766,0.9990735922946381,0
2046,AC068491.3,-0.052652687,,0.9580086384237605,0.9990735922946381,0
2047,AL360091.1,-0.05287674,,0.9578301178968714,0.9990735922946381,0
2048,LINC00839,-0.05287674,,0.9578301178968714,0.9990735922946381,0
2049,AC090617.4,-0.053100795,,0.9576515994849459,0.9990735922946381,0
2050,AC053545.1,-0.053436875,,0.9573838258521632,0.9990735922946381,0
2051,AC004908.2,-0.053548902,,0.9572945690417318,0.9990735922946381,0
2052,GTPBP3,-0.053548902,,0.9572945690417318,0.9990735922946381,0
2053,GLI1,-0.053772956,,0.957116057028315,0.9990735922946381,0
2054,DCXR-DT,-0.053772956,,0.957116057028315,0.9990735922946381,0
2055,RHBDL1,-0.053772956,,0.957116057028315,0.9990735922946381,0
2056,LINC02632,-0.053772956,,0.957116057028315,0.9990735922946381,0
2057,AL355574.1,-0.053772956,11.641891,0.957116057028315,0.9990735922946381,0
2058,CAPN8,-0.053772956,,0.957116057028315,0.9990735922946381,0
2059,AP001505.1,-0.056013495,,0.9553310566572748,0.9990735922946381,0
2060,PIWIL3,-0.05623755,,0.9551525687930255,0.9990735922946381,0
2061,AL353596.1,-0.057021737,,0.954527879037459,0.9990735922946381,0
2062,PYROXD2,-0.057357818,,0.9542601633850594,0.9990735922946381,0
2063,PDE6C,-0.05758187,4.5345807,0.9540816891486382,0.9990735922946381,0
2064,ABCA3,-0.05802998,10.245763,0.9537247475924091,0.9990735922946381,0
2065,OLA1P2,-0.05870214,,0.9531893526835353,0.9990735922946381,0
2066,IFNLR1,-0.05959836,,0.9524755257075683,0.9990735922946381,0
2067,MAGI3,-0.059822414,,0.9522970748985445,0.9990735922946381,0
2068,BZW2,-0.05993444,,0.952207850390415,0.9990735922946381,0
2069,AC104024.4,-0.060046468,,0.9521186264813613,0.9990735922946381,0
2070,AP003306.2,-0.060046468,,0.9521186264813613,0.9990735922946381,0
2071,AC138776.1,-0.060942683,,0.9514048569095455,0.9990735922946381,0
2072,ZNF90P3,-0.060942683,,0.9514048569095455,0.9990735922946381,0
2073,CHMP4C,-0.061166737,1.0916501,0.9512264205854463,0.9990735922946381,0
2074,AC012676.4,-0.06139079,,0.9510479867067378,0.9990735922946381,0
2075,DISC1-IT1,-0.06139079,,0.9510479867067378,0.9990735922946381,0
2076,BTBD19,-0.061614845,,0.9508695552823438,0.9990735922946381,0
2077,AC010883.1,-0.061614845,,0.9508695552823438,0.9990735922946381,0
2078,KBTBD8,-0.0618389,,0.9506911263211878,0.9990735922946381,0
2079,AL162377.1,-0.062847145,,0.949888226717795,0.9990735922946381,0
2080,AC016727.3,-0.064303495,,0.9487285728738951,0.9990735922946381,0
2081,KCNK3,-0.066095926,,0.9473014559398153,0.9990735922946381,0
2082,AC019155.2,-0.06744025,,0.9462312289378628,0.9990735922946381,0
2083,CDCA7,-0.06744025,,0.9462312289378628,0.9990735922946381,0
2084,AC131212.3,-0.06844849,,0.9454286222531242,0.9990735922946381,0
2085,AC093535.2,-0.06844849,,0.9454286222531242,0.9990735922946381,0
2086,RHBG,-0.06878457,,0.9451610989599207,0.9990735922946381,0
2087,GCM1,-0.06923268,,0.9448044108608913,0.9990735922946381,0
2088,GEMIN7,-0.06968079,,0.9444477338274798,0.9990735922946381,0
2089,AC107029.2,-0.070577,,0.9437344132426063,0.9990735922946381,0
2090,ZBTB6,-0.07080106,,0.9435560901237591,0.9990735922946381,0
2091,HMGN2P46,-0.071921326,,0.9426645171391,0.9990735922946381,0
2092,BCL9,-0.071921326,,0.9426645171391,0.9990735922946381,0
2093,MTERF3,-0.07404984,,0.9409707272860776,0.9990735922946381,0
2094,AL139120.1,-0.074161865,,0.940881587779616,0.9990735922946381,0
2095,ZFHX2-AS1,-0.07438592,,0.9407033109895441,0.9990735922946381,0
2096,MAP1A,-0.07438592,1.5741526,0.9407033109895441,0.9990735922946381,0
2097,PKD1L2,-0.07460997,,0.9405250371706906,0.9990735922946381,0
2098,RGS16,-0.074722,,0.9404359013782521,0.9990735922946381,0
2099,C5orf30,-0.07539416,1.9033973,0.939901102331535,0.9990735922946381,0
2100,NRXN3,-0.07550619,,0.9398119717854496,0.9990735922946381,0
2101,NPIPP1,-0.07573024,,0.9396337129561755,0.9990735922946381,0
2102,ZRANB2-AS1,-0.07573024,4.3703113,0.9396337129561755,0.9990735922946381,0
2103,RN7SL440P,-0.075954296,5.343417,0.9394554571515114,0.9990735922946381,0
2104,AC116562.4,-0.07617835,3.3141396,0.9392772043803542,0.9990735922946381,0
2105,MORN4,-0.0764024,,0.9390989546516008,0.9990735922946381,0
2106,AC012645.1,-0.0764024,5.264128,0.9390989546516008,0.9990735922946381,0
2107,NLRP11,-0.076626465,7.014282,0.938920707974147,0.9990735922946381,0
2108,AC006040.1,-0.076626465,,0.938920707974147,0.9990735922946381,0
2109,ZNF180,-0.076626465,,0.938920707974147,0.9990735922946381,0
2110,SOD2-OT1,-0.076626465,7.423803,0.938920707974147,0.9990735922946381,0
2111,TRPC1,-0.07685052,5.0674233,0.9387424643568884,0.9990735922946381,0
2112,AC093866.1,-0.07685052,7.8256183,0.9387424643568884,0.9990735922946381,0
2113,MANEAL,-0.07685052,,0.9387424643568884,0.9990735922946381,0
2114,AL442003.1,-0.07707457,,0.9385642238087203,0.9990735922946381,0
2115,MIS18A-AS1,-0.07707457,7.7365475,0.9385642238087203,0.9990735922946381,0
2116,ZBTB42,-0.07729863,5.154566,0.9383859863385374,0.9990735922946381,0
2117,AL117209.1,-0.07752268,4.6387753,0.938207751955234,0.9990735922946381,0
2118,RNF168,-0.07797079,,0.93785129248484,0.9990735922946381,0
2119,LRRC37A4P,-0.07830687,,0.9375839560512471,0.9990735922946381,0
2120,IFT122,-0.07909106,,0.9369601984517526,0.9990735922946381,0
2121,C2orf50,-0.07909106,,0.9369601984517526,0.9990735922946381,0
2122,ACVR2A,-0.07909106,,0.9369601984517526,0.9990735922946381,0
2123,NBPF20,-0.07998727,,0.9362473800162255,0.9990735922946381,0
2124,JRK,-0.07998727,,0.9362473800162255,0.9990735922946381,0
2125,TNKS,-0.08043538,,0.9358909899243488,0.9990735922946381,0
2126,AC025048.2,-0.08121957,,0.9352673382155714,0.9990735922946381,0
2127,AQP11,-0.0817797,3.5039713,0.9348218970054782,0.9990735922946381,0
2128,ZXDA,-0.08189173,7.5830793,0.9347328112075162,0.9990735922946381,0
2129,OR9H1P,-0.08200376,,0.9346437262268309,0.9990735922946381,0
2130,LINC02709,-0.08267592,,0.9341092335677195,0.9990735922946381,0
2131,AC003989.2,-0.082787946,,0.9340201543390647,0.9990735922946381,0
2132,EGOT,-0.08368416,,0.9333075503448478,0.9990735922946381,0
2133,ODC1-DT,-0.08379619,,0.9332184785916007,0.9990735922946381,0
2134,B3GALT4,-0.08379619,,0.9332184785916007,0.9990735922946381,0
2135,LINC02798,-0.083908215,,0.9331294076745048,0.9990735922946381,0
2136,RFPL3S,-0.084244296,,0.9328621999512252,0.9990735922946381,0
2137,AC136944.1,-0.08435632,,0.9327731323898344,0.9990735922946381,0
2138,AC005363.2,-0.08458038,,0.9325949997932653,0.9990735922946381,0
2139,BX323046.2,-0.08458038,,0.9325949997932653,0.9990735922946381,0
2140,CDKN2C,-0.08738105,,0.9303686300303811,0.9990735922946381,0
2141,AC084824.1,-0.08805321,,0.9298343816978936,0.9990735922946381,0
2142,SLC17A9,-0.08805321,,0.9298343816978936,0.9990735922946381,0
2143,RAB3IP,-0.08838929,,0.9295672693738423,0.9990735922946381,0
2144,DNAJB2,-0.08838929,,0.9295672693738423,0.9990735922946381,0
2145,DHRS4-AS1,-0.09085389,,0.9276086900442349,0.9990735922946381,0
2146,FAM193A,-0.09163808,,0.9269855971104551,0.9990735922946381,0
2147,ZNF324,-0.09343051,,0.92556155343579,0.9990735922946381,0
2148,RN7SL526P,-0.093654566,,0.9253835646502794,0.9990735922946381,0
2149,INKA1,-0.09376659,2.759379,0.9252945716575282,0.9990735922946381,0
2150,TCEAL3,-0.09499889,,0.9243157106783896,0.9990735922946381,0
2151,MEF2C-AS1,-0.095447,,0.9239597895635785,0.9990735922946381,0
2152,STAG3L5P-PVRIG2P-PILRB,-0.095447,,0.9239597895635785,0.9990735922946381,0
2153,AC022596.2,-0.095895104,,0.9236038836713865,0.9990735922946381,0
2154,MBTPS2,-0.09791159,,0.922002497434864,0.9990735922946381,0
2155,FUZ,-0.09858375,,0.9214687719580616,0.9990735922946381,0
2156,HIST1H1B,-0.09959199,,0.9206682501282412,0.9990735922946381,0
2157,LRRC37A7P,-0.1000401,,0.9203124884010006,0.9990735922946381,0
2158,AC009630.1,-0.103176855,,0.9178226068137714,0.9990735922946381,0
2159,OASL,-0.10440916,,0.9168446581415256,0.9990735922946381,0
2160,BYSL,-0.104857266,,0.9164890715597729,0.9990735922946381,0
2161,AL136526.1,-0.10530537,,0.9161335016857071,0.9990735922946381,0
2162,BRCC3,-0.105641454,,0.9158668352870541,0.9990735922946381,0
2163,ABCC4,-0.10608956,,0.9155112948213403,0.9990735922946381,0
2164,ZBTB40,-0.10608956,,0.9155112948213403,0.9990735922946381,0
2165,RNF227,-0.1066497,,0.9150668930156834,0.9990735922946381,0
2166,SRPX2,-0.10698578,3.4706256,0.9148002646660179,0.9990735922946381,0
2167,AP003120.1,-0.107097805,,0.9147113906783672,0.9990735922946381,0
2168,CETN4P,-0.10732186,,0.9145336459030378,0.9990735922946381,0
2169,WDR4,-0.107433885,,0.9144447751175643,0.9990735922946381,0
2170,AL031728.1,-0.10754591,,0.9143559054016881,0.9990735922946381,0
2171,BEST3,-0.10754591,,0.9143559054016881,0.9990735922946381,0
2172,ZNF79,-0.107769966,,0.9141781691831379,0.9990735922946381,0
2173,ABHD4,-0.107769966,,0.9141781691831379,0.9990735922946381,0
2174,AC090527.3,-0.107769966,,0.9141781691831379,0.9990735922946381,0
2175,Y_RNA-686,-0.10799402,,0.9140004372562058,0.9990735922946381,0
2176,C7orf61,-0.108218074,7.3897057,0.9138227096297106,0.9990735922946381,0
2177,AC093157.2,-0.10844213,,0.9136449863124696,0.9990735922946381,0
2178,LINC00595,-0.10844213,,0.9136449863124696,0.9990735922946381,0
2179,TEKT4,-0.10866618,,0.9134672673133001,0.9990735922946381,0
2180,SDAD1P1,-0.108890235,,0.9132895526410183,0.9990735922946381,0
2181,AC005519.1,-0.108890235,,0.9132895526410183,0.9990735922946381,0
2182,C17orf107,-0.10911429,,0.9131118423044401,0.9990735922946381,0
2183,C5orf60,-0.10933834,,0.9129341363123805,0.9990735922946381,0
2184,RNF222,-0.10933834,,0.9129341363123805,0.9990735922946381,0
2185,RPL34P6,-0.10933834,,0.9129341363123805,0.9990735922946381,0
2186,AC005383.1,-0.10933834,,0.9129341363123805,0.9990735922946381,0
2187,KLRA1P,-0.10933834,,0.9129341363123805,0.9990735922946381,0
2188,LINC02418,-0.109674424,,0.9126675854895451,0.9990735922946381,0
2189,AL355075.6,-0.110010505,,0.9124010444914549,0.9990735922946381,0
2190,RADX,-0.11057064,,0.9119568314081862,0.9990735922946381,0
2191,AP006248.3,-0.11079469,,0.9117791538703206,0.9990735922946381,0
2192,NCR3LG1,-0.11090672,,0.9116903167548163,0.9990735922946381,0
2193,SMUG1,-0.111802936,,0.9109796596584178,0.9990735922946381,0
2194,AL451074.1,-0.11225104,,0.910624357776479,0.9990735922946381,0
2195,DUXAP10,-0.1124751,,0.9104467135328981,0.9990735922946381,0
2196,ENO3,-0.112923205,,0.9100914384845391,0.9990735922946381,0
2197,PAFAH2,-0.11370739,,0.9094697504496654,0.9990735922946381,0
2198,LINC01943,-0.11381942,,0.9093809423895358,0.9990735922946381,0
2199,FLAD1,-0.11493969,,0.9084929242501316,0.9990735922946381,0
2200,FRMD6-AS1,-0.11493969,,0.9084929242501316,0.9990735922946381,0
2201,GNAL,-0.115499824,,0.908048957988052,0.9990735922946381,0
2202,HILPDA,-0.11572388,,0.9078713795175958,0.9990735922946381,0
2203,TTF2,-0.11572388,,0.9078713795175958,0.9990735922946381,0
2204,NKIRAS1,-0.116171986,,0.9075162363982735,0.9990735922946381,0
2205,VTRNA1-1,-0.116171986,,0.9075162363982735,0.9990735922946381,0
2206,Metazoa_SRP-148,-0.11628401,,0.9074274535043535,0.9990735922946381,0
2207,ERMARD,-0.11650807,,0.9072498911873005,0.9990735922946381,0
2208,AL160286.3,-0.11650807,,0.9072498911873005,0.9990735922946381,0
2209,Z94277.1,-0.116956174,,0.9068947804671167,0.9990735922946381,0
2210,ZBTB46,-0.116956174,,0.9068947804671167,0.9990735922946381,0
2211,AC104447.1,-0.116956174,,0.9068947804671167,0.9990735922946381,0
2212,TSPAN33,-0.11886064,,0.9053857683796622,0.9990735922946381,0
2213,TNS2,-0.119756855,,0.9046757628980316,0.9990735922946381,0
2214,CENPF,-0.11986888,,0.9045870175590695,0.9990735922946381,0
2215,MAML2,-0.120092936,,0.9044095304573825,0.9990735922946381,0
2216,MEGF8,-0.120092936,,0.9044095304573825,0.9990735922946381,0
2217,AC005703.5,-0.1207651,,0.9038770978412503,0.9990735922946381,0
2218,ZNF767P,-0.12199739,,0.9029010837954843,0.9990735922946381,0
2219,NDUFAF5,-0.122333474,,0.9026349235490136,0.9990735922946381,0
2220,AC095055.1,-0.12255753,,0.9024574894621356,0.9990735922946381,0
2221,AC245297.2,-0.12278158,,0.9022800602474422,0.9990735922946381,0
2222,GAL3ST4,-0.123005636,,0.9021026359137064,0.9990735922946381,0
2223,AC139019.1,-0.12423793,,0.9011268897172493,0.9990735922946381,0
2224,FNBP1P1,-0.12434996,,0.9010381929025952,0.9990735922946381,0
2225,AF129075.1,-0.12434996,,0.9010381929025952,0.9990735922946381,0
2226,INF2,-0.12547024,,0.9001512928941459,0.9990735922946381,0
2227,B4GALNT3,-0.12569429,,0.8999739278159242,0.9990735922946381,0
2228,CORO2A,-0.12591834,,0.8997965677326415,0.9990735922946381,0
2229,AC020658.2,-0.1261424,,0.8996192126530603,0.9990735922946381,0
2230,AC018628.2,-0.12625442,,0.8995305369923959,0.9990735922946381,0
2231,AC008764.2,-0.12636645,,0.8994418625859425,0.9990735922946381,0
2232,TRBV14,-0.12636645,2.6289582,0.8994418625859425,0.9990735922946381,0
2233,PPARG,-0.12815888,,0.8980232435488538,0.9990735922946381,0
2234,ATP13A4,-0.1290551,,0.8973140559409528,0.9990735922946381,0
2235,HIST1H4I,-0.12983929,,0.8966935840475523,0.9990735922946381,0
2236,TNFSF14,-0.13017537,,0.8964276868384012,0.9990735922946381,0
2237,LSS,-0.13185577,,0.8950983758720996,0.9990735922946381,0
2238,ZNF324B,-0.13207982,,0.8949211565808547,0.9990735922946381,0
2239,MYCT1,-0.13207982,2.9754174,0.8949211565808547,0.9990735922946381,0
2240,KLHL31,-0.13230388,,0.8947439425339844,0.9990735922946381,0
2241,LRRC37A14P,-0.13275199,3.6149788,0.8943895302083295,0.9990735922946381,0
2242,LINC01800,-0.13342415,,0.8938579512711485,0.9990735922946381,0
2243,AL450226.2,-0.13342415,,0.8938579512711485,0.9990735922946381,0
2244,AC099811.5,-0.13342415,,0.8938579512711485,0.9990735922946381,0
2245,AC105402.3,-0.13342415,,0.8938579512711485,0.9990735922946381,0
2246,AP001972.3,-0.13376023,,0.893592179664538,0.9990735922946381,0
2247,AL592146.2,-0.13398428,,0.8934150052290328,0.9990735922946381,0
2248,CA11,-0.13443239,,0.8930606723226929,0.9990735922946381,0
2249,AC003991.1,-0.13476847,,0.8927949366464129,0.9990735922946381,0
2250,RHOBTB2,-0.13588874,,0.8919092381490077,0.9990735922946381,0
2251,PXYLP1,-0.13622482,,0.8916435548403292,0.9990735922946381,0
2252,AC010336.8,-0.13712104,,0.8909351255626136,0.9990735922946381,0
2253,PARM1,-0.13768117,,0.8904924014354905,0.9990735922946381,0
2254,AC009022.1,-0.13768117,,0.8904924014354905,0.9990735922946381,0
2255,AC092718.1,-0.13812928,,0.8901382467091913,0.9990735922946381,0
2256,ATXN7L2,-0.13868941,,0.8896955841350197,0.9990735922946381,0
2257,ZNF417,-0.13891347,,0.8895185287260308,0.9990735922946381,0
2258,UFSP1,-0.13913752,,0.8893414788276489,0.9990735922946381,0
